"item_id";"pv";"fav";"cart";"buy";"user_buy_rate"
1859842;0;0;0;1;1.0
1867320;1;0;0;1;1.0
1876500;2;0;0;1;1.0
1881013;1;0;0;1;1.0
1910706;0;0;0;1;1.0
1975495;0;0;1;1;1.0
1978814;0;0;0;1;1.0
2030856;1;0;0;1;1.0
2050676;1;0;0;1;1.0
2096985;1;0;0;1;1.0
2102225;12;0;0;1;1.0
2114428;1;0;0;1;1.0
2149142;0;0;0;1;1.0
2159355;1;0;0;1;1.0
2194956;6;1;0;2;1.0
2256283;0;0;0;1;1.0
2298434;2;0;0;1;1.0
2345225;1;0;0;1;1.0
2348201;2;0;1;1;1.0
2366851;0;0;0;1;1.0
2377974;1;0;0;1;1.0
2396926;0;0;1;1;1.0
2435275;0;0;0;1;1.0
2459565;4;1;0;1;1.0
2479959;12;0;0;1;1.0
2580440;0;0;0;1;1.0
2594958;1;0;0;1;1.0
2595073;2;0;0;1;1.0
2615796;1;1;0;1;1.0
2662052;3;0;1;1;1.0
2665730;4;1;1;1;1.0
2697795;4;0;1;1;1.0
2708797;0;0;0;1;1.0
2750541;1;0;1;1;1.0
2763458;1;0;0;1;1.0
2830507;1;0;0;1;1.0
2850174;14;0;1;2;1.0
2931060;3;0;0;1;1.0
2955846;0;0;0;1;1.0
2958216;1;0;1;1;1.0
2973568;7;0;0;2;1.0
3000259;0;0;0;1;1.0
3019557;6;0;1;1;1.0
3020650;1;1;0;1;1.0
3050651;0;0;0;1;1.0
3052478;6;0;0;1;1.0
3072901;3;0;0;1;1.0
3157558;3;0;0;1;1.0
3169705;2;1;1;1;1.0
3202080;1;0;1;1;1.0
3226850;6;0;0;1;1.0
3228767;1;0;0;1;1.0
3251918;2;0;0;1;1.0
3261024;1;0;0;1;1.0
3274748;0;0;0;1;1.0
3358470;3;0;0;2;1.0
3399022;1;0;0;1;1.0
3406537;0;0;0;1;1.0
3438178;0;0;0;1;1.0
3470954;0;0;0;1;1.0
3478151;2;0;1;1;1.0
3496752;3;0;0;1;1.0
3520389;3;0;0;1;1.0
3560457;3;0;0;1;1.0
3582596;7;0;1;1;1.0
3595401;4;0;0;1;1.0
3598610;0;0;0;1;1.0
3630471;1;0;0;1;1.0
3632507;1;0;0;1;1.0
3656709;1;0;0;1;1.0
3676529;0;0;1;1;1.0
3721937;5;0;1;1;1.0
3730891;1;0;0;1;1.0
3753135;4;1;0;1;1.0
3757803;5;0;0;2;1.0
3797748;0;0;0;1;1.0
3843520;9;0;1;1;1.0
3844441;2;0;0;1;1.0
3846969;1;0;0;1;1.0
3850467;3;0;0;1;1.0
3890847;0;0;0;1;1.0
4057120;0;0;0;1;1.0
4060948;13;0;0;1;1.0
4097171;2;0;0;1;1.0
4154181;11;0;1;1;1.0
4205547;0;0;0;1;1.0
4239267;6;0;0;1;1.0
4346847;3;0;0;1;1.0
4359010;1;0;0;1;1.0
4619331;2;0;0;2;1.0
4619986;1;1;0;1;1.0
4681233;1;0;0;1;1.0
4726462;5;1;0;2;1.0
4733531;0;0;0;1;1.0
4775326;0;0;0;1;1.0
4815178;4;0;1;1;1.0
4834883;1;0;0;1;1.0
4862878;0;0;0;1;1.0
4867954;0;0;0;1;1.0
4892304;0;0;0;1;1.0
4900613;4;0;1;1;1.0
4902689;1;0;0;1;1.0
4921356;0;0;1;1;1.0
4924193;0;0;1;1;1.0
4930963;2;0;0;1;1.0
4933639;1;0;1;1;1.0
4970961;6;0;1;1;1.0
5010239;1;0;0;1;1.0
3908884;1;0;0;1;0.5
4458366;4;0;0;1;0.5
447253;2;0;0;1;0.5
572096;12;0;0;1;0.5
698543;2;0;0;1;0.5
767871;1;0;0;1;0.5
866752;7;0;1;1;0.5
1838487;3;0;0;1;0.5
1992406;3;0;0;1;0.5
5062984;4;0;0;1;0.333333
5021267;2;0;0;0;0.0
5021270;1;0;0;0;0.0
5021846;1;0;0;0;0.0
5022100;1;0;0;0;0.0
5023186;2;0;0;0;0.0
5023310;1;0;0;0;0.0
5023553;3;0;0;0;0.0
5024123;1;0;0;0;0.0
5025522;1;0;0;0;0.0
5026407;2;0;0;0;0.0
5027612;1;0;0;0;0.0
5027831;1;0;0;0;0.0
5028057;1;0;0;0;0.0
5030552;1;0;0;0;0.0
5033609;1;0;0;0;0.0
5034008;0;0;1;0;0.0
5034667;2;0;0;0;0.0
5035667;1;0;0;0;0.0
5036291;0;0;1;0;0.0
5036504;1;0;0;0;0.0
5037159;1;0;0;0;0.0
5040691;1;0;0;0;0.0
5042197;1;0;0;0;0.0
5042399;0;1;0;0;0.0
5042820;1;0;0;0;0.0
5043262;1;0;0;0;0.0
5043383;1;0;0;0;0.0
5044302;2;0;1;0;0.0
5045032;1;0;0;0;0.0
5045078;1;0;0;0;0.0
5045108;2;0;0;0;0.0
5046182;1;1;0;0;0.0
5046456;1;0;0;0;0.0
5047835;1;0;0;0;0.0
5049743;1;0;0;0;0.0
5050385;1;0;0;0;0.0
5050982;1;0;0;0;0.0
5051092;1;0;0;0;0.0
5051944;2;1;0;0;0.0
5052719;1;0;0;0;0.0
5053682;1;0;1;0;0.0
5054777;1;0;0;0;0.0
5054969;1;0;0;0;0.0
5055886;1;0;0;0;0.0
5056112;1;0;0;0;0.0
5056846;1;0;0;0;0.0
5056853;1;0;0;0;0.0
5056901;2;0;0;0;0.0
5057288;1;0;0;0;0.0
5057779;1;0;0;0;0.0
5057859;3;0;0;0;0.0
5058011;1;0;0;0;0.0
5058144;3;0;0;0;0.0
5059427;1;0;0;0;0.0
5059536;1;0;0;0;0.0
5061002;1;0;0;0;0.0
5061278;1;0;0;0;0.0
5063856;1;0;0;0;0.0
5067595;1;0;0;0;0.0
5067875;1;0;0;0;0.0
5068459;2;0;0;0;0.0
5068618;1;0;0;0;0.0
5069556;1;0;0;0;0.0
5070618;1;0;0;0;0.0
5071834;1;0;0;0;0.0
5073054;0;0;1;0;0.0
5073071;1;0;0;0;0.0
5073303;1;0;0;0;0.0
5073641;1;0;0;0;0.0
5074855;1;0;0;0;0.0
5075047;1;0;0;0;0.0
5076500;1;0;0;0;0.0
5077124;0;0;1;0;0.0
5077552;1;0;0;0;0.0
5078553;1;0;0;0;0.0
5078582;1;0;0;0;0.0
5079131;1;0;0;0;0.0
5079166;1;0;0;0;0.0
5079176;1;0;0;0;0.0
5079955;1;0;0;0;0.0
5080014;4;0;0;0;0.0
5080738;0;0;1;0;0.0
5081193;1;0;0;0;0.0
5081243;1;0;0;0;0.0
5082832;1;0;0;0;0.0
5083022;1;0;0;0;0.0
5083158;1;0;0;0;0.0
5083712;1;0;0;0;0.0
5084735;1;0;0;0;0.0
5085625;1;0;0;0;0.0
5086213;1;0;0;0;0.0
5086435;1;0;0;0;0.0
5088160;1;0;0;0;0.0
5088787;1;0;0;0;0.0
5090910;1;0;0;0;0.0
5091220;0;1;0;0;0.0
5091403;1;0;0;0;0.0
5092068;1;0;0;0;0.0
5092150;1;0;0;0;0.0
5092493;1;0;0;0;0.0
5093171;1;0;0;0;0.0
5093180;1;0;0;0;0.0
5094519;1;0;0;0;0.0
5094727;1;0;0;0;0.0
5096011;2;1;0;0;0.0
5096482;1;0;0;0;0.0
5096578;1;0;0;0;0.0
5097838;1;0;0;0;0.0
5098136;1;0;0;0;0.0
5099392;1;0;0;0;0.0
5099432;3;0;0;0;0.0
5100190;1;0;0;0;0.0
5100289;1;0;0;0;0.0
5100654;1;0;0;0;0.0
5100779;5;0;0;0;0.0
5101562;1;0;0;0;0.0
5102768;0;1;0;0;0.0
5103935;1;0;0;0;0.0
5104539;1;0;0;0;0.0
5104739;1;0;0;0;0.0
5104895;1;0;0;0;0.0
5107247;1;0;0;0;0.0
5107941;1;0;0;0;0.0
5107995;1;0;0;0;0.0
5108055;1;0;0;0;0.0
5108098;1;0;0;0;0.0
5109079;2;0;0;0;0.0
5110483;1;0;1;0;0.0
5110586;1;0;0;0;0.0
5110762;1;0;0;0;0.0
5112291;1;0;0;0;0.0
5113809;1;0;0;0;0.0
5114027;3;1;1;0;0.0
5114389;2;0;0;0;0.0
5114809;2;0;0;0;0.0
5115381;1;0;0;0;0.0
5115618;1;0;0;0;0.0
5117390;1;0;0;0;0.0
5118505;2;0;0;0;0.0
5119151;3;0;0;0;0.0
5119313;3;0;1;0;0.0
5119513;2;0;0;0;0.0
5120049;1;0;0;0;0.0
5121295;1;0;0;0;0.0
5121781;1;0;0;0;0.0
5122403;1;0;0;0;0.0
5122585;1;0;0;0;0.0
5122745;1;0;0;0;0.0
5123188;1;0;0;0;0.0
5123257;0;1;0;0;0.0
5123402;1;0;0;0;0.0
5124897;1;0;0;0;0.0
5125628;1;0;0;0;0.0
5126601;1;0;0;0;0.0
5126861;1;0;0;0;0.0
5127134;2;0;0;0;0.0
5128098;1;0;0;0;0.0
5128303;0;1;0;0;0.0
5129359;1;0;0;0;0.0
5129442;1;0;0;0;0.0
5129520;1;0;0;0;0.0
5130056;1;0;0;0;0.0
5131236;1;0;0;0;0.0
5132324;1;0;0;0;0.0
5132521;1;0;0;0;0.0
5132988;1;0;0;0;0.0
5133221;1;0;0;0;0.0
5133380;0;1;0;0;0.0
5133796;1;0;0;0;0.0
5134662;1;0;0;0;0.0
5135261;1;0;0;0;0.0
5135314;1;0;0;0;0.0
5135406;1;0;0;0;0.0
5137460;1;0;0;0;0.0
5137596;1;0;0;0;0.0
5137915;1;0;0;0;0.0
5138185;1;0;0;0;0.0
5138409;0;1;1;0;0.0
5139155;1;0;1;0;0.0
5139391;1;0;0;0;0.0
5140761;1;0;0;0;0.0
5140937;1;0;0;0;0.0
5141164;1;0;0;0;0.0
5142369;1;0;0;0;0.0
5142414;1;0;0;0;0.0
5143291;1;0;0;0;0.0
5143651;1;0;0;0;0.0
5146376;1;0;0;0;0.0
5146713;2;0;0;0;0.0
5146914;1;0;0;0;0.0
5149635;1;0;0;0;0.0
5149761;1;0;0;0;0.0
5150403;1;0;0;0;0.0
5151683;1;0;0;0;0.0
5153423;1;0;0;0;0.0
5153982;1;0;0;0;0.0
5154048;1;0;0;0;0.0
5154138;1;0;0;0;0.0
5154735;1;0;1;0;0.0
5154931;2;0;0;0;0.0
5155205;0;0;1;0;0.0
5155573;0;1;0;0;0.0
5156328;1;0;0;0;0.0
5156815;1;0;0;0;0.0
5158486;1;0;0;0;0.0
5158510;1;0;0;0;0.0
5158953;0;1;0;0;0.0
5160035;1;0;0;0;0.0
5161201;1;0;0;0;0.0
5161245;1;0;0;0;0.0
5161641;1;0;0;0;0.0
2515437;2;0;0;0;0.0
2515891;1;0;0;0;0.0
2517769;4;0;0;0;0.0
2518551;1;0;0;0;0.0
2520088;2;0;0;0;0.0
2520839;2;0;0;0;0.0
2521375;1;0;0;0;0.0
2521740;1;0;0;0;0.0
2521927;1;0;0;0;0.0
2523625;1;0;0;0;0.0
2523863;2;0;0;0;0.0
2524079;5;0;0;0;0.0
2524621;1;0;0;0;0.0
2525921;1;0;0;0;0.0
2527037;1;0;0;0;0.0
2528319;1;0;0;0;0.0
2528640;1;0;0;0;0.0
2529246;1;0;0;0;0.0
2530606;1;0;0;0;0.0
2530967;0;0;1;0;0.0
2531502;1;0;0;0;0.0
2531707;1;0;0;0;0.0
2531841;1;0;0;0;0.0
2531878;1;0;0;0;0.0
2531911;1;1;0;0;0.0
2532928;1;0;0;0;0.0
2533425;1;0;0;0;0.0
2533652;1;0;0;0;0.0
2534645;1;0;0;0;0.0
2534677;1;0;0;0;0.0
2534802;1;0;0;0;0.0
2534809;1;0;0;0;0.0
2535968;1;0;0;0;0.0
2536027;1;0;0;0;0.0
2536210;1;0;0;0;0.0
2537195;1;0;0;0;0.0
2538544;1;0;0;0;0.0
2540018;1;0;0;0;0.0
2541187;1;0;0;0;0.0
2541613;1;0;0;0;0.0
2542311;1;1;0;0;0.0
2542379;1;0;0;0;0.0
2542886;1;0;0;0;0.0
2543280;1;0;0;0;0.0
2543996;1;0;0;0;0.0
2544203;1;0;0;0;0.0
2545146;1;0;0;0;0.0
2546448;1;0;0;0;0.0
2547193;1;0;0;0;0.0
2547888;3;0;0;0;0.0
2548024;1;0;0;0;0.0
2549320;1;0;0;0;0.0
2549796;1;0;0;0;0.0
2551398;3;0;0;0;0.0
2553157;1;0;0;0;0.0
2554207;1;0;0;0;0.0
2554519;1;0;0;0;0.0
2554797;1;0;0;0;0.0
2554871;2;0;0;0;0.0
2555170;1;0;0;0;0.0
2558059;1;0;0;0;0.0
2558644;1;0;0;0;0.0
2559047;3;0;0;0;0.0
2560121;1;0;0;0;0.0
2560262;1;0;0;0;0.0
2561888;1;0;0;0;0.0
2562200;1;0;0;0;0.0
2562746;0;1;0;0;0.0
2563603;1;0;0;0;0.0
2565122;1;0;0;0;0.0
2565688;1;0;0;0;0.0
2565934;1;0;0;0;0.0
2566203;2;0;0;0;0.0
2566649;1;0;0;0;0.0
2566682;2;0;0;0;0.0
2569521;1;0;0;0;0.0
2569544;1;0;0;0;0.0
2570015;0;1;0;0;0.0
2570627;1;0;0;0;0.0
2571119;1;0;0;0;0.0
2571718;1;0;0;0;0.0
2571761;1;0;0;0;0.0
2573388;0;0;1;0;0.0
2573855;1;0;0;0;0.0
2574081;1;0;0;0;0.0
2574120;1;0;0;0;0.0
2574821;2;0;0;0;0.0
2575122;1;0;0;0;0.0
2575336;1;0;0;0;0.0
2575348;1;0;0;0;0.0
2575372;1;0;0;0;0.0
2576173;1;0;0;0;0.0
2579975;1;0;0;0;0.0
2580061;1;0;0;0;0.0
2582221;0;1;0;0;0.0
2582250;1;0;0;0;0.0
2582711;2;0;0;0;0.0
2583396;1;0;0;0;0.0
2583555;1;0;0;0;0.0
2584807;1;0;0;0;0.0
2586424;1;0;0;0;0.0
2587142;1;0;0;0;0.0
2587684;1;0;0;0;0.0
2588115;1;0;0;0;0.0
2588301;3;0;1;0;0.0
2588857;1;0;0;0;0.0
2589313;1;0;0;0;0.0
2589376;1;0;0;0;0.0
2590536;1;0;0;0;0.0
2591751;2;0;0;0;0.0
2593024;1;0;0;0;0.0
2593031;2;0;0;0;0.0
2593761;1;0;0;0;0.0
2594352;1;0;0;0;0.0
2594704;1;0;0;0;0.0
2595542;1;0;0;0;0.0
2596078;1;0;0;0;0.0
2596222;2;0;0;0;0.0
2597539;1;0;0;0;0.0
2597643;1;0;0;0;0.0
2598203;1;0;0;0;0.0
2598521;1;0;0;0;0.0
2600449;1;0;0;0;0.0
2601044;1;0;0;0;0.0
2601239;1;0;0;0;0.0
2601587;1;0;0;0;0.0
2602704;1;0;0;0;0.0
2603509;1;0;0;0;0.0
2603580;1;0;0;0;0.0
2603800;1;0;0;0;0.0
2605713;1;0;0;0;0.0
2606869;2;0;1;0;0.0
2609461;1;0;0;0;0.0
2609780;1;0;0;0;0.0
2610307;2;0;0;0;0.0
2611402;1;0;0;0;0.0
2611783;1;0;0;0;0.0
2611946;0;0;1;0;0.0
2612073;1;0;0;0;0.0
2613812;1;0;0;0;0.0
2614701;1;0;0;0;0.0
2616309;1;0;0;0;0.0
2617350;2;0;0;0;0.0
2618882;1;0;0;0;0.0
2620348;1;0;0;0;0.0
2620464;1;0;0;0;0.0
2620505;1;0;0;0;0.0
2621360;2;0;0;0;0.0
2621534;1;0;0;0;0.0
2621774;1;0;0;0;0.0
2622064;3;0;0;0;0.0
2622129;2;0;0;0;0.0
2622464;1;0;0;0;0.0
2623449;1;0;0;0;0.0
2624154;1;0;0;0;0.0
2624918;1;1;0;0;0.0
2626208;1;0;0;0;0.0
2627424;2;0;0;0;0.0
2627439;1;0;0;0;0.0
2628082;1;0;0;0;0.0
2628272;1;0;0;0;0.0
2628376;2;0;0;0;0.0
2629536;1;0;0;0;0.0
2630381;1;0;0;0;0.0
2631759;1;0;0;0;0.0
2631777;1;0;0;0;0.0
2631813;1;0;0;0;0.0
2631959;1;0;0;0;0.0
2631994;1;0;0;0;0.0
2632599;1;0;0;0;0.0
2633186;1;0;0;0;0.0
2634178;0;0;1;0;0.0
2635268;1;0;0;0;0.0
2636875;1;0;0;0;0.0
2636994;1;0;0;0;0.0
2638148;1;0;0;0;0.0
2638439;1;0;0;0;0.0
2638766;0;0;1;0;0.0
2639467;1;0;0;0;0.0
2639955;1;0;0;0;0.0
2641122;1;0;0;0;0.0
2643256;1;0;0;0;0.0
2643558;0;1;0;0;0.0
2645212;1;0;0;0;0.0
2647051;1;0;0;0;0.0
2647402;1;0;0;0;0.0
2647897;1;0;0;0;0.0
2649570;1;0;0;0;0.0
2650333;1;0;0;0;0.0
2650427;1;0;0;0;0.0
2650725;1;0;0;0;0.0
2650898;1;0;0;0;0.0
2650916;2;0;0;0;0.0
2651426;1;0;0;0;0.0
2651677;1;0;0;0;0.0
2651860;2;0;0;0;0.0
2651972;1;0;0;0;0.0
2652583;0;1;0;0;0.0
2653545;1;0;0;0;0.0
2653785;1;0;0;0;0.0
2655478;1;0;0;0;0.0
2655511;1;0;0;0;0.0
2655689;1;0;0;0;0.0
2655823;1;0;0;0;0.0
2655872;2;0;0;0;0.0
2656472;1;0;0;0;0.0
2657937;1;0;0;0;0.0
2659270;1;0;0;0;0.0
2660701;1;0;0;0;0.0
2661113;1;0;0;0;0.0
2664114;1;0;1;0;0.0
2664861;2;0;0;0;0.0
2665222;1;1;0;0;0.0
2667082;1;0;0;0;0.0
2668807;0;0;1;0;0.0
2671110;1;0;0;0;0.0
2671601;1;0;0;0;0.0
2671653;1;0;0;0;0.0
2671881;2;0;0;0;0.0
2672014;1;0;0;0;0.0
2672289;1;0;0;0;0.0
2672784;1;0;0;0;0.0
2673522;1;0;0;0;0.0
2673766;2;0;0;0;0.0
2673784;1;0;0;0;0.0
2673949;1;0;0;0;0.0
2674316;1;0;0;0;0.0
2676079;1;0;0;0;0.0
2676448;1;0;0;0;0.0
2678196;0;1;0;0;0.0
2678411;1;0;0;0;0.0
2679983;1;0;0;0;0.0
2680517;1;0;0;0;0.0
2681488;1;0;0;0;0.0
2681910;1;0;0;0;0.0
2682102;1;0;0;0;0.0
2682737;1;0;0;0;0.0
2683324;1;0;0;0;0.0
2683360;1;0;0;0;0.0
2683376;1;0;0;0;0.0
2683508;1;0;0;0;0.0
2684097;1;0;0;0;0.0
2684217;1;0;0;0;0.0
2685456;1;0;0;0;0.0
2686378;1;0;0;0;0.0
2688710;1;0;0;0;0.0
2689450;1;0;0;0;0.0
2689961;3;0;0;0;0.0
2692305;2;0;0;0;0.0
2693518;2;0;0;0;0.0
2693735;1;0;0;0;0.0
2694293;1;0;0;0;0.0
2694404;1;0;0;0;0.0
2695107;1;0;0;0;0.0
2695744;2;0;0;0;0.0
2696909;1;0;0;0;0.0
2696962;1;0;1;0;0.0
2697095;1;0;0;0;0.0
2698063;1;0;0;0;0.0
2698677;1;0;0;0;0.0
2698747;1;0;0;0;0.0
2698838;1;0;1;0;0.0
2699234;1;0;0;0;0.0
2699248;1;0;0;0;0.0
2700349;1;0;0;0;0.0
2700613;1;0;0;0;0.0
2702166;2;0;0;0;0.0
2703191;1;0;0;0;0.0
2703501;1;0;0;0;0.0
2704398;1;0;0;0;0.0
2704923;0;0;1;0;0.0
2706396;1;0;0;0;0.0
2709290;1;0;0;0;0.0
2709606;1;0;0;0;0.0
2710547;1;0;0;0;0.0
2711326;1;0;0;0;0.0
2711437;1;0;0;0;0.0
2711576;1;0;0;0;0.0
2712287;1;0;0;0;0.0
2712295;1;0;0;0;0.0
2712314;1;0;0;0;0.0
2715863;4;0;0;0;0.0
2716798;1;0;0;0;0.0
2718690;1;0;0;0;0.0
2718732;1;0;0;0;0.0
2719050;1;0;0;0;0.0
2719059;1;0;0;0;0.0
2720594;1;0;0;0;0.0
2724396;1;0;0;0;0.0
2724959;1;0;0;0;0.0
2725769;1;0;0;0;0.0
2726416;1;0;0;0;0.0
2727769;5;0;0;0;0.0
2729328;3;0;0;0;0.0
2730320;0;0;1;0;0.0
2730445;1;0;0;0;0.0
2732055;1;0;0;0;0.0
2732384;1;0;0;0;0.0
2732606;1;0;0;0;0.0
2735849;1;0;0;0;0.0
2736002;1;0;1;0;0.0
2737543;2;0;0;0;0.0
2737698;1;0;0;0;0.0
2738146;1;0;0;0;0.0
2738905;4;0;0;0;0.0
2740625;1;0;0;0;0.0
2740685;1;0;0;0;0.0
2742018;1;0;0;0;0.0
2742498;1;0;0;0;0.0
2742839;2;0;0;0;0.0
2744429;1;0;0;0;0.0
2745069;1;0;0;0;0.0
2745881;1;0;0;0;0.0
2746652;5;0;1;0;0.0
2747478;1;0;0;0;0.0
2747522;1;0;0;0;0.0
2747917;2;0;0;0;0.0
2750129;2;0;0;0;0.0
2750394;1;0;0;0;0.0
2754047;1;0;0;0;0.0
2755307;1;0;0;0;0.0
2756989;1;0;0;0;0.0
2757184;1;0;0;0;0.0
2759045;2;0;1;0;0.0
2759087;1;0;0;0;0.0
2761361;1;0;0;0;0.0
2761890;1;0;0;0;0.0
2763703;2;0;0;0;0.0
2763962;1;0;0;0;0.0
2764406;1;0;0;0;0.0
2765169;1;0;0;0;0.0
2765511;1;0;0;0;0.0
2766813;1;0;0;0;0.0
2767147;1;0;0;0;0.0
2767498;2;0;0;0;0.0
2768471;1;0;0;0;0.0
2768504;2;0;0;0;0.0
2768981;1;0;0;0;0.0
2769172;1;0;0;0;0.0
2770025;0;0;1;0;0.0
2770340;1;0;0;0;0.0
2771148;1;0;0;0;0.0
2774188;1;0;0;0;0.0
2774308;1;0;0;0;0.0
2775482;1;0;0;0;0.0
2775969;0;1;0;0;0.0
2777148;1;0;0;0;0.0
2778083;1;0;0;0;0.0
2778699;1;0;0;0;0.0
2778890;1;0;0;0;0.0
2779262;1;0;0;0;0.0
2780113;1;0;0;0;0.0
2781241;1;0;1;0;0.0
2781924;0;1;0;0;0.0
2782189;1;1;0;0;0.0
2783212;1;0;0;0;0.0
2783905;1;0;0;0;0.0
2784341;1;0;0;0;0.0
2784400;3;0;0;0;0.0
2786294;1;0;0;0;0.0
2786301;1;0;0;0;0.0
2787528;1;0;0;0;0.0
2787602;1;0;0;0;0.0
2788718;1;0;0;0;0.0
2788900;1;0;0;0;0.0
2789219;1;0;0;0;0.0
2789274;1;0;0;0;0.0
2790053;1;0;0;0;0.0
2790242;1;0;0;0;0.0
2790322;1;0;0;0;0.0
2790323;1;0;0;0;0.0
2790543;2;0;0;0;0.0
2791041;5;0;0;0;0.0
2791145;1;0;0;0;0.0
2793845;1;0;0;0;0.0
2794501;1;0;0;0;0.0
2794516;1;0;0;0;0.0
2795207;1;0;0;0;0.0
2795669;1;0;0;0;0.0
2795788;3;0;0;0;0.0
2798636;3;0;1;0;0.0
2799125;1;0;0;0;0.0
2799834;1;0;0;0;0.0
2800047;1;0;0;0;0.0
2801006;1;0;0;0;0.0
2801463;1;0;0;0;0.0
2801803;1;0;0;0;0.0
2802941;1;0;0;0;0.0
2804012;1;0;0;0;0.0
2804646;1;0;0;0;0.0
2808763;2;0;0;0;0.0
2808781;1;0;0;0;0.0
2810049;1;1;0;0;0.0
2810125;1;0;0;0;0.0
2810297;1;0;0;0;0.0
2811477;2;0;0;0;0.0
2811665;1;0;0;0;0.0
2812306;1;0;0;0;0.0
2813760;1;0;0;0;0.0
2814490;1;0;0;0;0.0
2814955;1;0;0;0;0.0
2815609;1;0;0;0;0.0
2816211;2;0;0;0;0.0
2817106;1;0;0;0;0.0
2817182;1;0;0;0;0.0
2817273;0;1;0;0;0.0
2817505;1;0;0;0;0.0
2817821;3;0;0;0;0.0
2818406;1;0;0;0;0.0
2819933;1;0;0;0;0.0
2820475;2;0;0;0;0.0
2820972;1;0;0;0;0.0
2821052;1;0;0;0;0.0
2821491;1;0;0;0;0.0
2821546;1;0;0;0;0.0
2821749;1;0;0;0;0.0
2821919;1;0;0;0;0.0
2822595;1;0;0;0;0.0
2824689;1;0;0;0;0.0
2825068;1;0;0;0;0.0
2827704;1;0;0;0;0.0
2828808;1;0;0;0;0.0
2828827;1;0;0;0;0.0
2829119;1;0;0;0;0.0
2829413;2;0;0;0;0.0
2830006;1;0;0;0;0.0
2830773;1;0;0;0;0.0
2830945;1;0;0;0;0.0
2831383;1;0;0;0;0.0
2833651;1;0;0;0;0.0
2833964;1;0;0;0;0.0
2834701;2;0;0;0;0.0
2835492;1;0;0;0;0.0
2835783;1;0;0;0;0.0
2835898;1;0;0;0;0.0
2837110;1;0;0;0;0.0
2839640;2;0;0;0;0.0
2840437;1;0;0;0;0.0
2840893;1;0;0;0;0.0
2841633;1;0;0;0;0.0
2844212;0;1;0;0;0.0
2847008;1;0;0;0;0.0
2847110;1;0;0;0;0.0
2847386;0;1;0;0;0.0
2847827;1;0;0;0;0.0
2848577;1;0;0;0;0.0
2849256;1;0;0;0;0.0
2850766;1;0;0;0;0.0
2851603;1;0;0;0;0.0
2852970;1;0;0;0;0.0
2853568;0;1;0;0;0.0
2854579;1;1;0;0;0.0
2856036;1;0;0;0;0.0
2856468;0;1;0;0;0.0
2856831;1;0;0;0;0.0
2857818;1;0;0;0;0.0
2858719;1;0;0;0;0.0
2859111;2;0;0;0;0.0
2859807;1;0;0;0;0.0
2862287;0;0;1;0;0.0
2862430;1;0;0;0;0.0
2862548;1;0;1;0;0.0
2863581;1;0;0;0;0.0
2863848;1;0;0;0;0.0
2865801;1;0;0;0;0.0
2866841;1;0;0;0;0.0
2867945;1;0;0;0;0.0
2868665;2;0;0;0;0.0
2870316;1;0;0;0;0.0
2870812;1;0;0;0;0.0
2871134;1;0;0;0;0.0
2871205;1;0;0;0;0.0
2871767;1;0;0;0;0.0
2871927;2;0;0;0;0.0
2872148;1;0;0;0;0.0
2872412;1;0;0;0;0.0
2874257;1;0;0;0;0.0
2876007;4;0;0;0;0.0
2877104;2;0;0;0;0.0
2877431;6;0;0;0;0.0
2880059;1;0;0;0;0.0
