"id";"user_id";"item_id";"timestamps";"category_id";"behavior_type";"datetimes";"dates";"times";"hours"
62;2;4768250;1512214871;4130426;"pv";"2017-12-02 22:41:11";"2017-12-02";"22:41:11";"22"
63;2;4828966;1512213736;1516409;"pv";"2017-12-02 22:22:16";"2017-12-02";"22:22:16";"22"
64;2;4870037;1511701183;1277467;"fav";"2017-11-26 23:59:43";"2017-11-26";"23:59:43";"23"
65;2;4870037;1512215376;1277467;"pv";"2017-12-02 22:49:36";"2017-12-02";"22:49:36";"22"
66;2;4897182;1512276111;4207901;"pv";"2017-12-03 15:41:51";"2017-12-03";"15:41:51";"15"
67;2;4982883;1511700994;4130426;"pv";"2017-11-26 23:56:34";"2017-11-26";"23:56:34";"23"
68;2;4983976;1511670066;4785435;"pv";"2017-11-26 15:21:06";"2017-11-26";"15:21:06";"15"
69;2;5002332;1511670132;662846;"pv";"2017-11-26 15:22:12";"2017-11-26";"15:22:12";"15"
70;2;5033609;1511619075;3855599;"pv";"2017-11-26 01:11:15";"2017-11-26";"01:11:15";"01"
71;2;5057779;1511853218;1849958;"pv";"2017-11-28 18:13:38";"2017-11-28";"18:13:38";"18"
72;3;10714;1512211190;4794845;"pv";"2017-12-02 21:39:50";"2017-12-02";"21:39:50";"21"
73;3;87615;1512015664;2578647;"cart";"2017-11-30 15:21:04";"2017-11-30";"15:21:04";"15"
74;3;222492;1512211167;2907809;"pv";"2017-12-02 21:39:27";"2017-12-02";"21:39:27";"21"
75;3;254819;1512105552;902410;"cart";"2017-12-01 16:19:12";"2017-12-01";"16:19:12";"16"
76;3;355904;1511756830;3607361;"fav";"2017-11-27 15:27:10";"2017-11-27";"15:27:10";"15"
77;3;355904;1511922555;3607361;"pv";"2017-11-29 13:29:15";"2017-11-29";"13:29:15";"13"
78;3;391962;1512008851;3566034;"cart";"2017-11-30 13:27:31";"2017-11-30";"13:27:31";"13"
79;3;476142;1511957376;1104592;"cart";"2017-11-29 23:09:36";"2017-11-29";"23:09:36";"23"
80;3;605927;1512017679;4801426;"pv";"2017-11-30 15:54:39";"2017-11-30";"15:54:39";"15"
81;3;810398;1512104686;4801426;"pv";"2017-12-01 16:04:46";"2017-12-01";"16:04:46";"16"
82;3;822391;1512221397;4794845;"pv";"2017-12-03 00:29:57";"2017-12-03";"00:29:57";"00"
83;3;912779;1512104401;1080785;"cart";"2017-12-01 16:00:01";"2017-12-01";"16:00:01";"16"
84;3;922816;1512016114;1792277;"pv";"2017-11-30 15:28:34";"2017-11-30";"15:28:34";"15"
85;3;1068691;1512136218;4308141;"pv";"2017-12-02 00:50:18";"2017-12-02";"00:50:18";"00"
86;3;1153906;1511603628;4022701;"pv";"2017-11-25 20:53:48";"2017-11-25";"20:53:48";"20"
87;3;1153906;1511706135;4022701;"cart";"2017-11-27 01:22:15";"2017-11-27";"01:22:15";"01"
88;3;1295177;1512016770;2578647;"fav";"2017-11-30 15:39:30";"2017-11-30";"15:39:30";"15"
89;3;1414633;1512116682;2304296;"pv";"2017-12-01 19:24:42";"2017-12-01";"19:24:42";"19"
90;3;1563864;1512051418;4756105;"pv";"2017-12-01 01:16:58";"2017-12-01";"01:16:58";"01"
91;3;1644907;1511587000;5030562;"pv";"2017-11-25 16:16:40";"2017-11-25";"16:16:40";"16"
92;3;1785060;1512104640;4801426;"pv";"2017-12-01 16:04:00";"2017-12-01";"16:04:00";"16"
93;3;1888000;1512028866;4874384;"cart";"2017-11-30 19:01:06";"2017-11-30";"19:01:06";"19"
94;3;1892379;1512221411;2304296;"pv";"2017-12-03 00:30:11";"2017-12-03";"00:30:11";"00"
95;3;1958173;1512116342;2304296;"pv";"2017-12-01 19:19:02";"2017-12-01";"19:19:02";"19"
96;3;1991146;1512015591;846990;"cart";"2017-11-30 15:19:51";"2017-11-30";"15:19:51";"15"
97;3;2340408;1512208512;2171;"cart";"2017-12-02 20:55:12";"2017-12-02";"20:55:12";"20"
98;3;2404312;1512052272;4449178;"cart";"2017-12-01 01:31:12";"2017-12-01";"01:31:12";"01"
99;3;2775969;1511700774;2355072;"fav";"2017-11-26 23:52:54";"2017-11-26";"23:52:54";"23"
100;3;2817273;1511867234;3711641;"fav";"2017-11-28 22:07:14";"2017-11-28";"22:07:14";"22"
101;3;2898385;1512017855;4801426;"cart";"2017-11-30 15:57:35";"2017-11-30";"15:57:35";"15"
102;3;2912125;1512104133;1320293;"pv";"2017-12-01 15:55:33";"2017-12-01";"15:55:33";"15"
103;3;2950237;1512220929;4794845;"pv";"2017-12-03 00:22:09";"2017-12-03";"00:22:09";"00"
104;3;3118651;1512211324;4602841;"pv";"2017-12-02 21:42:04";"2017-12-02";"21:42:04";"21"
105;3;3182227;1511922124;4794845;"pv";"2017-11-29 13:22:04";"2017-11-29";"13:22:04";"13"
106;3;3270844;1512221091;2304296;"pv";"2017-12-03 00:24:51";"2017-12-03";"00:24:51";"00"
107;3;3298179;1511786012;3607361;"cart";"2017-11-27 23:33:32";"2017-11-27";"23:33:32";"23"
108;3;3477699;1512051307;3738615;"pv";"2017-12-01 01:15:07";"2017-12-01";"01:15:07";"01"
109;3;3689183;1511756916;3607361;"pv";"2017-11-27 15:28:36";"2017-11-27";"15:28:36";"15"
110;3;3743441;1512297531;1189158;"pv";"2017-12-03 21:38:51";"2017-12-03";"21:38:51";"21"
111;3;3788325;1512299796;3033798;"pv";"2017-12-03 22:16:36";"2017-12-03";"22:16:36";"22"
112;3;4047168;1512285591;902410;"pv";"2017-12-03 18:19:51";"2017-12-03";"18:19:51";"18"
113;3;4315269;1512104679;149192;"pv";"2017-12-01 16:04:39";"2017-12-01";"16:04:39";"16"
114;3;4331719;1511777979;737184;"pv";"2017-11-27 21:19:39";"2017-11-27";"21:19:39";"21"
115;3;4346024;1511756897;149192;"cart";"2017-11-27 15:28:17";"2017-11-27";"15:28:17";"15"
116;3;4448768;1511605442;4217906;"cart";"2017-11-25 21:24:02";"2017-11-25";"21:24:02";"21"
117;3;4592361;1511701110;2520377;"pv";"2017-11-26 23:58:30";"2017-11-26";"23:58:30";"23"
118;3;4699556;1511701124;149192;"pv";"2017-11-26 23:58:44";"2017-11-26";"23:58:44";"23"
119;3;4764700;1512134173;4470576;"pv";"2017-12-02 00:16:13";"2017-12-02";"00:16:13";"00"
120;3;4885423;1512220948;4794845;"pv";"2017-12-03 00:22:28";"2017-12-03";"00:22:28";"00"
121;3;4976905;1511701168;3607361;"pv";"2017-11-26 23:59:28";"2017-11-26";"23:59:28";"23"
122;3;5102768;1512052889;3323163;"fav";"2017-12-01 01:41:29";"2017-12-01";"01:41:29";"01"
123;3;5139155;1512053313;1629035;"cart";"2017-12-01 01:48:33";"2017-12-01";"01:48:33";"01"
124;3;5139155;1512134957;1629035;"pv";"2017-12-02 00:29:17";"2017-12-02";"00:29:17";"00"
125;4;207;1511873418;3299155;"cart";"2017-11-28 23:50:18";"2017-11-28";"23:50:18";"23"
126;4;207;1511873854;3299155;"pv";"2017-11-28 23:57:34";"2017-11-28";"23:57:34";"23"
127;4;207;1511930402;3299155;"pv";"2017-11-29 15:40:02";"2017-11-29";"15:40:02";"15"
128;4;31827;1511885625;982926;"pv";"2017-11-29 03:13:45";"2017-11-29";"03:13:45";"03"
129;4;127749;1511867496;2465336;"pv";"2017-11-28 22:11:36";"2017-11-28";"22:11:36";"22"
130;4;138583;1511865150;2465336;"pv";"2017-11-28 21:32:30";"2017-11-28";"21:32:30";"21"
131;4;147581;1511930491;3299155;"pv";"2017-11-29 15:41:31";"2017-11-29";"15:41:31";"15"
132;4;156594;1512055203;3313438;"pv";"2017-12-01 02:20:03";"2017-12-01";"02:20:03";"02"
133;4;194759;1511924776;4801426;"pv";"2017-11-29 14:06:16";"2017-11-29";"14:06:16";"14"
134;4;223790;1512269119;1464116;"pv";"2017-12-03 13:45:19";"2017-12-03";"13:45:19";"13"
135;4;223895;1511946325;4801426;"pv";"2017-11-29 20:05:25";"2017-11-29";"20:05:25";"20"
136;4;229964;1511883865;4181361;"pv";"2017-11-29 02:44:25";"2017-11-29";"02:44:25";"02"
137;4;259416;1512211348;4145813;"pv";"2017-12-02 21:42:28";"2017-12-02";"21:42:28";"21"
138;4;344968;1512269037;2735466;"pv";"2017-12-03 13:43:57";"2017-12-03";"13:43:57";"13"
139;4;355589;1511879424;4801426;"pv";"2017-11-29 01:30:24";"2017-11-29";"01:30:24";"01"
140;4;357179;1512135894;4181361;"pv";"2017-12-02 00:44:54";"2017-12-02";"00:44:54";"00"
141;4;399297;1511873349;3299155;"pv";"2017-11-28 23:49:09";"2017-11-28";"23:49:09";"23"
142;4;409773;1511864693;1464116;"pv";"2017-11-28 21:24:53";"2017-11-28";"21:24:53";"21"
143;4;542739;1511879298;4801426;"cart";"2017-11-29 01:28:18";"2017-11-29";"01:28:18";"01"
144;4;542739;1511880167;4801426;"pv";"2017-11-29 01:42:47";"2017-11-29";"01:42:47";"01"
145;4;542739;1511924245;4801426;"pv";"2017-11-29 13:57:25";"2017-11-29";"13:57:25";"13"
146;4;542739;1511927848;4801426;"pv";"2017-11-29 14:57:28";"2017-11-29";"14:57:28";"14"
147;4;555623;1511883726;4181361;"pv";"2017-11-29 02:42:06";"2017-11-29";"02:42:06";"02"
148;4;572096;1511865076;2465336;"pv";"2017-11-28 21:31:16";"2017-11-28";"21:31:16";"21"
149;4;572096;1511866924;2465336;"pv";"2017-11-28 22:02:04";"2017-11-28";"22:02:04";"22"
150;4;572096;1511867783;2465336;"pv";"2017-11-28 22:16:23";"2017-11-28";"22:16:23";"22"
151;4;572096;1511868752;2465336;"pv";"2017-11-28 22:32:32";"2017-11-28";"22:32:32";"22"
152;4;572096;1511869148;2465336;"pv";"2017-11-28 22:39:08";"2017-11-28";"22:39:08";"22"
153;4;572096;1511869420;2465336;"pv";"2017-11-28 22:43:40";"2017-11-28";"22:43:40";"22"
154;4;572096;1511869613;2465336;"pv";"2017-11-28 22:46:53";"2017-11-28";"22:46:53";"22"
155;4;572096;1511870209;2465336;"pv";"2017-11-28 22:56:49";"2017-11-28";"22:56:49";"22"
156;4;572096;1511870674;2465336;"pv";"2017-11-28 23:04:34";"2017-11-28";"23:04:34";"23"
157;4;572096;1511870822;2465336;"buy";"2017-11-28 23:07:02";"2017-11-28";"23:07:02";"23"
158;4;572096;1512019574;2465336;"pv";"2017-11-30 16:26:14";"2017-11-30";"16:26:14";"16"
159;4;572096;1512103247;2465336;"pv";"2017-12-01 15:40:47";"2017-12-01";"15:40:47";"15"
160;4;604279;1511873594;3299155;"pv";"2017-11-28 23:53:14";"2017-11-28";"23:53:14";"23"
161;4;742792;1512033356;3607361;"pv";"2017-11-30 20:15:56";"2017-11-30";"20:15:56";"20"
162;4;762272;1512134569;4181361;"pv";"2017-12-02 00:22:49";"2017-12-02";"00:22:49";"00"
163;4;762272;1512136711;4181361;"pv";"2017-12-02 00:58:31";"2017-12-02";"00:58:31";"00"
164;4;781756;1512137906;4181361;"pv";"2017-12-02 01:18:26";"2017-12-02";"01:18:26";"01"
165;4;809740;1511867730;2465336;"pv";"2017-11-28 22:15:30";"2017-11-28";"22:15:30";"22"
166;4;813621;1511856646;4145813;"pv";"2017-11-28 19:10:46";"2017-11-28";"19:10:46";"19"
167;4;813621;1511865428;4145813;"pv";"2017-11-28 21:37:08";"2017-11-28";"21:37:08";"21"
168;4;892212;1511882116;2920476;"pv";"2017-11-29 02:15:16";"2017-11-29";"02:15:16";"02"
169;4;892908;1512135235;3002561;"pv";"2017-12-02 00:33:55";"2017-12-02";"00:33:55";"00"
170;4;892908;1512135282;3002561;"pv";"2017-12-02 00:34:42";"2017-12-02";"00:34:42";"00"
171;4;896685;1511881142;2520377;"pv";"2017-11-29 01:59:02";"2017-11-29";"01:59:02";"01"
172;4;1045155;1511871675;4145813;"pv";"2017-11-28 23:21:15";"2017-11-28";"23:21:15";"23"
173;4;1162059;1511879226;4801426;"pv";"2017-11-29 01:27:06";"2017-11-29";"01:27:06";"01"
174;4;1196726;1511951103;4181361;"pv";"2017-11-29 21:25:03";"2017-11-29";"21:25:03";"21"
175;4;1308292;1512135775;4181361;"pv";"2017-12-02 00:42:55";"2017-12-02";"00:42:55";"00"
176;4;1308292;1512136635;4181361;"pv";"2017-12-02 00:57:15";"2017-12-02";"00:57:15";"00"
177;4;1317711;1511872889;982926;"pv";"2017-11-28 23:41:29";"2017-11-28";"23:41:29";"23"
178;4;1338544;1511866152;4145813;"pv";"2017-11-28 21:49:12";"2017-11-28";"21:49:12";"21"
179;4;1383645;1511924498;4801426;"pv";"2017-11-29 14:01:38";"2017-11-29";"14:01:38";"14"
180;4;1419583;1511973148;4181361;"pv";"2017-11-30 03:32:28";"2017-11-30";"03:32:28";"03"
181;4;1445584;1511871496;4145813;"pv";"2017-11-28 23:18:16";"2017-11-28";"23:18:16";"23"
182;4;1447844;1511951217;4181361;"pv";"2017-11-29 21:26:57";"2017-11-29";"21:26:57";"21"
183;4;1451282;1511868481;4145813;"pv";"2017-11-28 22:28:01";"2017-11-28";"22:28:01";"22"
184;4;1451282;1512134883;4145813;"pv";"2017-12-02 00:28:03";"2017-12-02";"00:28:03";"00"
185;4;1460009;1511865930;4145813;"pv";"2017-11-28 21:45:30";"2017-11-28";"21:45:30";"21"
186;4;1460009;1511866323;4145813;"pv";"2017-11-28 21:52:03";"2017-11-28";"21:52:03";"21"
187;4;1475475;1511864929;1464116;"pv";"2017-11-28 21:28:49";"2017-11-28";"21:28:49";"21"
188;4;1490910;1511883477;4181361;"pv";"2017-11-29 02:37:57";"2017-11-29";"02:37:57";"02"
189;4;1490910;1511883809;4181361;"pv";"2017-11-29 02:43:29";"2017-11-29";"02:43:29";"02"
190;4;1490910;1512136244;4181361;"pv";"2017-12-02 00:50:44";"2017-12-02";"00:50:44";"00"
191;4;1502242;1512023099;4181361;"pv";"2017-11-30 17:24:59";"2017-11-30";"17:24:59";"17"
192;4;1544991;1511865549;4145813;"pv";"2017-11-28 21:39:09";"2017-11-28";"21:39:09";"21"
193;4;1567844;1511878288;2465336;"pv";"2017-11-29 01:11:28";"2017-11-29";"01:11:28";"01"
194;4;1606196;1511881778;2920476;"pv";"2017-11-29 02:09:38";"2017-11-29";"02:09:38";"02"
195;4;1629213;1511864778;1464116;"pv";"2017-11-28 21:26:18";"2017-11-28";"21:26:18";"21"
196;4;1629454;1511879314;4801426;"pv";"2017-11-29 01:28:34";"2017-11-29";"01:28:34";"01"
197;4;1629454;1511924763;4801426;"pv";"2017-11-29 14:06:03";"2017-11-29";"14:06:03";"14"
198;4;1658136;1511866549;4145813;"pv";"2017-11-28 21:55:49";"2017-11-28";"21:55:49";"21"
199;4;1684440;1512268984;2735466;"pv";"2017-12-03 13:43:04";"2017-12-03";"13:43:04";"13"
200;4;1685508;1511879257;4801426;"pv";"2017-11-29 01:27:37";"2017-11-29";"01:27:37";"01"
201;4;1694791;1511879234;4801426;"pv";"2017-11-29 01:27:14";"2017-11-29";"01:27:14";"01"
202;4;1697741;1512023136;4181361;"pv";"2017-11-30 17:25:36";"2017-11-30";"17:25:36";"17"
203;4;1723950;1512137576;4181361;"pv";"2017-12-02 01:12:56";"2017-12-02";"01:12:56";"01"
204;4;1757407;1511883634;4181361;"pv";"2017-11-29 02:40:34";"2017-11-29";"02:40:34";"02"
205;4;1760811;1511883409;4181361;"pv";"2017-11-29 02:36:49";"2017-11-29";"02:36:49";"02"
206;4;1768138;1512135891;4181361;"pv";"2017-12-02 00:44:51";"2017-12-02";"00:44:51";"00"
207;4;1776427;1511930501;3299155;"pv";"2017-11-29 15:41:41";"2017-11-29";"15:41:41";"15"
208;4;1939058;1511866058;4145813;"pv";"2017-11-28 21:47:38";"2017-11-28";"21:47:38";"21"
209;4;1966287;1511872231;4145813;"pv";"2017-11-28 23:30:31";"2017-11-28";"23:30:31";"23"
210;4;1969732;1511883658;4181361;"pv";"2017-11-29 02:40:58";"2017-11-29";"02:40:58";"02"
211;4;1969732;1511883823;4181361;"pv";"2017-11-29 02:43:43";"2017-11-29";"02:43:43";"02"
212;4;1987784;1511856239;4145813;"pv";"2017-11-28 19:03:59";"2017-11-28";"19:03:59";"19"
213;4;2008599;1512135311;4145813;"pv";"2017-12-02 00:35:11";"2017-12-02";"00:35:11";"00"
214;4;2012065;1512212012;4145813;"pv";"2017-12-02 21:53:32";"2017-12-02";"21:53:32";"21"
215;4;2019140;1512044985;4181361;"pv";"2017-11-30 23:29:45";"2017-11-30";"23:29:45";"23"
216;4;2041064;1512269080;2735466;"pv";"2017-12-03 13:44:40";"2017-12-03";"13:44:40";"13"
217;4;2067161;1511873038;982926;"cart";"2017-11-28 23:43:58";"2017-11-28";"23:43:58";"23"
218;4;2067161;1511950797;982926;"pv";"2017-11-29 21:19:57";"2017-11-29";"21:19:57";"21"
219;4;2080073;1512137287;4181361;"pv";"2017-12-02 01:08:07";"2017-12-02";"01:08:07";"01"
220;4;2088624;1512211568;4145813;"pv";"2017-12-02 21:46:08";"2017-12-02";"21:46:08";"21"
221;4;2088624;1512212162;4145813;"pv";"2017-12-02 21:56:02";"2017-12-02";"21:56:02";"21"
222;4;2102225;1511865839;4145813;"pv";"2017-11-28 21:43:59";"2017-11-28";"21:43:59";"21"
223;4;2102225;1511866131;4145813;"pv";"2017-11-28 21:48:51";"2017-11-28";"21:48:51";"21"
224;4;2102225;1511868246;4145813;"pv";"2017-11-28 22:24:06";"2017-11-28";"22:24:06";"22"
225;4;2102225;1511868814;4145813;"pv";"2017-11-28 22:33:34";"2017-11-28";"22:33:34";"22"
226;4;2102225;1511869499;4145813;"pv";"2017-11-28 22:44:59";"2017-11-28";"22:44:59";"22"
227;4;2102225;1511870151;4145813;"pv";"2017-11-28 22:55:51";"2017-11-28";"22:55:51";"22"
228;4;2102225;1511870863;4145813;"pv";"2017-11-28 23:07:43";"2017-11-28";"23:07:43";"23"
229;4;2102225;1511871777;4145813;"pv";"2017-11-28 23:22:57";"2017-11-28";"23:22:57";"23"
230;4;2102225;1511872663;4145813;"buy";"2017-11-28 23:37:43";"2017-11-28";"23:37:43";"23"
231;4;2102225;1511878200;4145813;"pv";"2017-11-29 01:10:00";"2017-11-29";"01:10:00";"01"
232;4;2102225;1511929465;4145813;"pv";"2017-11-29 15:24:25";"2017-11-29";"15:24:25";"15"
233;4;2102225;1512135135;4145813;"pv";"2017-12-02 00:32:15";"2017-12-02";"00:32:15";"00"
234;4;2102225;1512192657;4145813;"pv";"2017-12-02 16:30:57";"2017-12-02";"16:30:57";"16"
235;4;2109685;1511877764;2520377;"pv";"2017-11-29 01:02:44";"2017-11-29";"01:02:44";"01"
236;4;2120461;1512137917;4181361;"pv";"2017-12-02 01:18:37";"2017-12-02";"01:18:37";"01"
237;4;2152104;1511882616;2920476;"pv";"2017-11-29 02:23:36";"2017-11-29";"02:23:36";"02"
238;4;2157766;1511880045;4801426;"pv";"2017-11-29 01:40:45";"2017-11-29";"01:40:45";"01"
239;4;2184195;1512135536;4181361;"pv";"2017-12-02 00:38:56";"2017-12-02";"00:38:56";"00"
240;4;2184195;1512136885;4181361;"pv";"2017-12-02 01:01:25";"2017-12-02";"01:01:25";"01"
241;4;2189698;1511878646;2465336;"cart";"2017-11-29 01:17:26";"2017-11-29";"01:17:26";"01"
242;4;2189698;1511878858;2465336;"pv";"2017-11-29 01:20:58";"2017-11-29";"01:20:58";"01"
243;4;2200475;1512033197;3607361;"pv";"2017-11-30 20:13:17";"2017-11-30";"20:13:17";"20"
244;4;2252534;1512135293;4145813;"pv";"2017-12-02 00:34:53";"2017-12-02";"00:34:53";"00"
245;4;2252534;1512210792;4145813;"pv";"2017-12-02 21:33:12";"2017-12-02";"21:33:12";"21"
246;4;2314026;1511867245;2465336;"pv";"2017-11-28 22:07:25";"2017-11-28";"22:07:25";"22"
247;4;2334413;1511856336;3004853;"pv";"2017-11-28 19:05:36";"2017-11-28";"19:05:36";"19"
248;4;2334413;1512212092;3004853;"pv";"2017-12-02 21:54:52";"2017-12-02";"21:54:52";"21"
249;4;2349025;1511883381;4181361;"pv";"2017-11-29 02:36:21";"2017-11-29";"02:36:21";"02"
250;4;2370597;1511882915;4181361;"pv";"2017-11-29 02:28:35";"2017-11-29";"02:28:35";"02"
251;4;2398753;1511871450;4145813;"pv";"2017-11-28 23:17:30";"2017-11-28";"23:17:30";"23"
252;4;2475720;1511883582;4181361;"pv";"2017-11-29 02:39:42";"2017-11-29";"02:39:42";"02"
253;4;2506636;1511883562;4181361;"pv";"2017-11-29 02:39:22";"2017-11-29";"02:39:22";"02"
254;4;2536027;1511878656;2465336;"pv";"2017-11-29 01:17:36";"2017-11-29";"01:17:36";"01"
255;4;2573388;1511878685;2465336;"cart";"2017-11-29 01:18:05";"2017-11-29";"01:18:05";"01"
256;4;2590536;1512210953;4145813;"pv";"2017-12-02 21:35:53";"2017-12-02";"21:35:53";"21"
257;4;2609780;1511865332;2465336;"pv";"2017-11-28 21:35:32";"2017-11-28";"21:35:32";"21"
258;4;2685456;1511867283;2465336;"pv";"2017-11-28 22:08:03";"2017-11-28";"22:08:03";"22"
259;4;2738905;1511973171;4181361;"pv";"2017-11-30 03:32:51";"2017-11-30";"03:32:51";"03"
260;4;2738905;1512023283;4181361;"pv";"2017-11-30 17:28:03";"2017-11-30";"17:28:03";"17"
261;4;2738905;1512135515;4181361;"pv";"2017-12-02 00:38:35";"2017-12-02";"00:38:35";"00"
